Item Name,Category,Item ID,minListing_world,minListing_dc,recentPurchase_world,recentPurchase_dc,averageSalePrice_dc,dailySaleVelocity_dc
Garlond Steel,Crafting,12913,6582,4000,7990,7990,8659,0.7903250244179457
Mythrite Ingot,Crafting,12519,3100,1000,2999,1989,2392.9847328244273,69.02156333135045
Mythrite Nugget,Crafting,12518,1450,900,2300,2000,1505.6303448275862,190.99435821200984
Oak Lumber,Crafting,5373,399,331,399,390,549.7515683814304,209.96160042147326
Steel Nails,Crafting,7019,249,90,249,249,255.83636363636364,28.978320860303583
Steel Plate,Crafting,5073,1101,301,1000,1200,940.0980392156863,13.435373057393479
Darksteel Plate,Crafting,5075,2999,2500,8999,2000,2500,0.2634380997684995
Uraeus Leather,Crafting,5287,10000,9999,14998,12000,11799.854545454546,28.978125456552032
Void Glue,Crafting,5506,7399,2500,3102,10003,5295.274509803921,13.435281256683728
Wolfram Ingot,Crafting,7607,5000,2500,4998,4998,4753.887323943662,18.703974984716982
Wyvern Leather,Crafting,12563,3998,1390,4000,4000,1852.148148148148,64.01486993756583
Boar Leather,Crafting,5282,299,149,295,295,998.263440860215,97.9978476418131
Bronze Rivets,Crafting,5091,60,17,93,129,122.44186046511628,11.327682272958873
Bronze Ingot,Crafting,5056,1,1,100,749,86.76210526315789,125.13109386081553
Hard Hippogryph Leather,Crafting,5289,98,98,650,1000,609.1666666666666,15.80599685746469
Hippogryph Leather,Crafting,5288,900,150,1000,1000,589.3564356435644,26.60670149068838
Linen Canvas,Crafting,7026,198,91,150,2400,1933.294964028777,36.617061820990116
Linen Yarn,Crafting,5336,157,46,990,399,189.83035714285714,147.52164510271237
Cotton Yarn,Crafting,5334,100,20,90,20,105.92611683848797,153.31679259761177
Beeswax,Crafting,5515,700,14,250,20,35.333333333333336,27.660184092466636
Mahogany Lumber,Crafting,5374,200,95,500,500,372.12831858407077,238.14046674383292
Rosewood Lumber,Crafting,5376,68,44,850,895,299.98069241011984,395.67053404144883
Saurian Leather,Crafting,7608,2500,200,1000,1890,1865.2333333333333,7.90285596168209
Silk Thread,Crafting,5338,790,281,500,375,376.3853658536585,54.0027277879593
Vanya Silk,Crafting,5330,1990,900,700,1000,1384.6216216216217,19.493623009895316
Yew Lumber,Crafting,5368,299,30,490,200,180.74318181818182,115.90776747963042
Celestine,Crafting,12912,,2930,2750,4994,4069.153846153846,3.4245400157507535
Holy Cedar Lumber,Crafting,12580,3500,600,2098,2400,2240.3898305084745,15.542108378351454
Cobalt Plate,Crafting,5074,3100,100,3094,1790,1675.7513661202186,96.41354390339738
Aurum Regis Nugget,Crafting,12522,3000,995,999,999,1230,214.69088406929362
Cassia Lumber,Crafting,12232,3199,3199,3200,3244,2621,1.3171190726201103
Gold Ingot,Crafting,5069,4,1,304,30,41.67107438016529,159.37105130068187
Hardsilver Nugget,Crafting,12520,2000,500,1547,333,744.3826530612245,103.26166535718967
Larimar,Crafting,12541,,450,1500,1500,2441.342560553633,76.1288801508008
Basilisk Whetstone,Crafting,5262,999,499,200,291,602.7486338797814,96.41214051250346
Platinum Nugget,Crafting,9359,2400,999,2100,500,3784.769230769231,3.4244673235345875
Titanium Ingot,Crafting,12525,,1500,1149,400,1929.3556581986143,114.0608522775822
Titanium Nugget,Crafting,12524,2500,700,2499,1495,1315.024193548387,97.99201373449617
Topaz,Crafting,5190,,4967,4200,3456,,
Dark Chestnut Lumber,Crafting,12581,499,499,498,997,773.0505050505051,78.23520918371524
Adamantite Nugget,Crafting,12526,820,499,800,1499,869.8023255813954,90.61566672087007
Adamantite Rivets,Crafting,12530,6,6,506,250,573.9527559055118,33.453965711439096
Birch Lumber,Crafting,12583,600,150,600,600,3133.207920792079,26.60506340787951
Cassia Block,Crafting,13758,4000,2096,2000,4650,,
Astral Oil,Crafting,12606,3000,1001,900,969,1054.3333333333333,1.5804917508845753
Kamacite,Crafting,25009,,11111,2000,11110,11110,2.634147000922116
Galvanized Garlond Steel,Crafting,14935,3993,1500,3993,3993,3993,0.26341411830303574
Cryptomeria Lumber,Crafting,26530,,30000,28000,30000,,
Enchanted Hardsilver Ink,Crafting,12602,4000,3987,3850,3850,3842.75,2.107303427456524
Hardsilver Ingot,Crafting,12521,3000,800,3250,5000,2090.3485714285716,46.09715866479372
Platinum Ingot,Crafting,9360,4,2,98,90,60.44656172328086,317.9379831323827
