Item Name,Category,Item ID,minListing_world,minListing_dc,recentPurchase_world,recentPurchase_dc,averageSalePrice_dc,dailySaleVelocity_dc
Kamacite,Crafting,25009,,11111,2000,11110,11110,2.6083782053362685
Galvanized Garlond Steel,Crafting,14935,3993,1500,3993,3993,3993,0.26083724422992616
Cryptomeria Lumber,Crafting,26530,,30000,28000,30000,,
Enchanted Hardsilver Ink,Crafting,12602,4000,3987,3850,3850,4938.136363636364,5.738390385359549
Hardsilver Ingot,Crafting,12521,3000,800,3250,5000,2104.219895287958,49.819552461686136
Platinum Ingot,Crafting,9360,4,2,98,90,59.38505280259951,321.08755058403176
Pure Titanium Plate,Crafting,26532,,38038,30000,30000,,
Rhodonite,Crafting,19967,2000,1200,1999,1999,5175.413793103448,7.564173860347277
Aurum Regis Ingot,Crafting,12523,249,99,500,480,584.3333333333334,24.25747141202766
Dragon Leather,Crafting,12565,1000,200,1200,152,758.4148936170212,24.51825069303282
Gagana Leather,Crafting,19993,795,98,969,990,689.0071942446043,36.255633316301115
High Mythrite Ingot,Crafting,14146,6489,2499,4008,8,4307.168421052632,24.77895965512236
Mythrite Rivets,Crafting,12528,2700,1840,2999,500,2251.8823529411766,4.434120136658694
Tempered Glass,Crafting,16908,,8495,10000,15420,15420,2.608300337722685
Wing Glue,Crafting,5507,2180,2000,2190,2100,2934.185185185185,14.084791438758362
Beech Lumber,Crafting,19925,375,9,399,949,1097.8192307692307,67.8155157606534
Eikon Iron Ingot,Crafting,14149,750,647,2099,2099,1637,19.04045493625415
Koppranickel Nugget,Crafting,19938,579,150,320,795,929.0071174377224,73.29255022709552
Molybdenum Ingot,Crafting,19947,600,600,900,850,949.9128440366973,113.72057709266143
Triphane,Crafting,19962,200,200,585,900,552.068493150685,19.040330804683048
Hallowed Chestnut Lumber,Crafting,12582,,495,1000,2500,1422.2358490566037,27.647543878925465
Wolfram Square,Crafting,8029,995,200,1200,189,656.5,3.1299035364731007
Hallowed Water,Crafting,12605,70,70,80,209,480.3762376237624,26.343298346130577
Clear Glass Lens,Crafting,5512,100,54,200,77,130.43353293413173,217.78817406679943
Cobalt Nails,Crafting,7020,250,20,90,800,,
Cobalt Rings,Crafting,5084,37,37,155,730,469.8888888888889,4.694814381243303
Dhalmel Leather,Crafting,12564,5000,2999,4123,3000,2697.1113636363634,114.7618796271234
High Allagan Chimera Leather,Crafting,12233,1495,493,2000,1000,713.7272727272727,2.8690408040541717
