Item Name,Category,Item ID,minListing_world,minListing_dc,recentPurchase_world,recentPurchase_dc,averageSalePrice_dc,dailySaleVelocity_dc
Mythrite Nugget,Crafting,12518,999,780,801,1600,1311.5885558583107,99.48054497354582
Oak Lumber,Crafting,5373,399,331,399,390,,
Steel Nails,Crafting,7019,249,90,249,249,,
Steel Plate,Crafting,5073,1101,301,1000,1200,,
Darksteel Plate,Crafting,5075,,2500,2999,2999,2970.25,29.274658596991422
Uraeus Leather,Crafting,5287,10000,9999,14998,12000,12000,0.2710610352356651
Void Glue,Crafting,5506,7399,2500,3102,10003,,
Wolfram Ingot,Crafting,7607,4889,2500,10000,10000,,
Wyvern Leather,Crafting,12563,3998,1400,4000,5000,1598.6385542168675,22.49790784570699
Boar Leather,Crafting,5282,299,149,175,400,572.3569131832797,84.29919086961134
Bronze Rivets,Crafting,5091,1,1,150,75,64.48936170212765,38.21916055378515
Bronze Ingot,Crafting,5056,90,10,99,230,387.9973190348525,101.10435689253654
Hard Hippogryph Leather,Crafting,5289,98,98,650,1000,,
Hippogryph Leather,Crafting,5288,500,150,599,599,599,1.3552800763144923
Linen Canvas,Crafting,7026,198,91,150,2400,,
Linen Yarn,Crafting,5336,157,95,990,110,198.0495575221239,153.1459366910318
Cotton Yarn,Crafting,5334,100,20,90,20,,
Beeswax,Crafting,5515,700,14,250,20,,
Mahogany Lumber,Crafting,5374,200,200,500,300,245,2.981581863247697
Rosewood Lumber,Crafting,5376,58,58,65,65,18677.423791821562,291.6522445252283
Saurian Leather,Crafting,7608,2500,200,1000,1890,,
Silk Thread,Crafting,5338,300,281,299,299,211.6315789473684,5.149966461271471
Vanya Silk,Crafting,5330,1490,900,700,800,1297.44,6.776256232229468
Yew Lumber,Crafting,5368,299,30,490,300,300,8.131488727851423
Celestine,Crafting,12912,5000,2930,2750,4994,,
Holy Cedar Lumber,Crafting,12580,3500,600,2098,1699,1699,0.2710483636659991
Cobalt Plate,Crafting,5074,2999,996,2994,2994,1641.457627118644,15.991817298893459
Aurum Regis Nugget,Crafting,12522,2199,995,4000,1500,2270.5925925925926,7.318272540068848
Cassia Lumber,Crafting,12232,3199,3000,4900,2498,2248.5,0.5420930373697939
Gold Ingot,Crafting,5069,6,1,4,48,30.710575139146567,146.09373850013472
Hardsilver Nugget,Crafting,12520,2000,500,1547,995,702.2326732673267,54.751147221017305
Larimar,Crafting,12541,,450,1500,1500,,
Basilisk Whetstone,Crafting,5262,301,301,990,800,532.1584699453551,49.601039612426085
Platinum Nugget,Crafting,9359,,999,2500,2500,2500,0.27104331931736825
Titanium Ingot,Crafting,12525,1005,1005,1150,3798,3371.278350515464,26.29114203190026
Titanium Nugget,Crafting,12524,2298,700,2299,2900,2546.5,25.47795589286506
Topaz,Crafting,5190,,4967,4200,3456,,
Dark Chestnut Lumber,Crafting,12581,499,499,498,500,500,2.9814484975983406
Adamantite Nugget,Crafting,12526,820,725,800,655,560.6923076923077,3.5235220058899843
Adamantite Rivets,Crafting,12530,6,6,506,250,,
Birch Lumber,Crafting,12583,600,96,600,1000,1820.4186046511627,11.654673676024776
Cassia Block,Crafting,13758,,2086,4000,4000,4000,1.0841526451395145
Astral Oil,Crafting,12606,3000,1001,900,969,,
Kamacite,Crafting,25009,,11111,2000,11110,,
Galvanized Garlond Steel,Crafting,14935,3819,1500,1000,7994,5829.222222222223,2.439326175052925
Cryptomeria Lumber,Crafting,26530,,30000,28000,30000,,
Enchanted Hardsilver Ink,Crafting,12602,3250,3250,3997,3993,3645.3333333333335,1.6262098710502289
Hardsilver Ingot,Crafting,12521,2000,800,3500,1000,1428.2857142857142,15.177924293042238
Platinum Ingot,Crafting,9360,4,2,10,8,7.540229885057471,23.579935718072303
Pure Titanium Plate,Crafting,26532,,38038,30000,30000,,
Rhodonite,Crafting,19967,2000,1200,1999,4999,3124.8125,4.3365199351481705
Aurum Regis Ingot,Crafting,12523,249,90,500,480,,
Dragon Leather,Crafting,12565,1000,200,1200,152,,
Gagana Leather,Crafting,19993,795,83,969,1250,207.52631578947367,5.149581073622466
High Mythrite Ingot,Crafting,14146,6489,1888,4008,2500,2498.714285714286,3.7944193752392543
Mythrite Rivets,Crafting,12528,2700,1840,2999,500,,
Tempered Glass,Crafting,16908,,8495,10000,8999,8999,2.168229593649031
Wing Glue,Crafting,5507,2180,2103,2190,2000,2000,13.822431361184005
Beech Lumber,Crafting,19925,375,305,399,959,222.8188976377953,34.42048654989091
Eikon Iron Ingot,Crafting,14149,750,750,2099,500,584,8.672858855363843
Koppranickel Nugget,Crafting,19938,579,150,320,710,958.7972972972973,20.055941228853865
Molybdenum Ingot,Crafting,19947,600,600,900,1000,1526.7368421052631,5.14948640794855
Triphane,Crafting,19962,200,200,585,500,497.77777777777777,2.4392248632102866
Hallowed Chestnut Lumber,Crafting,12582,,495,1000,800,633.3333333333334,1.6261461428797466
Wolfram Square,Crafting,8029,995,200,1200,189,,
Hallowed Water,Crafting,12605,70,70,80,209,,
Clear Glass Lens,Crafting,5512,100,39,200,30,79.15384615384616,45.802804803857576
Cobalt Nails,Crafting,7020,250,20,90,800,,
Cobalt Rings,Crafting,5084,37,37,155,750,,
Dhalmel Leather,Crafting,12564,5000,2999,5000,5000,3964.676470588235,9.21469623536647
High Allagan Chimera Leather,Crafting,12233,1495,493,2000,1000,,
Amphiptere Leather,Crafting,12566,275,50,323,1000,942.8333333333334,3.252230905938161
