Item Name,Category,Item ID,minListing_world,minListing_dc,recentPurchase_world,recentPurchase_dc,averageSalePrice_dc,dailySaleVelocity_dc
Darksteel Plate,Crafting,5075,2999,2500,8999,2000,2500,0.2605981592349763
Uraeus Leather,Crafting,5287,10000,9999,14998,12000,11799.854545454546,28.66573449719931
Void Glue,Crafting,5506,7399,2500,3102,10003,5295.274509803921,13.290448104459609
Wolfram Ingot,Crafting,7607,5000,2500,4998,4998,4753.887323943662,18.502347814850435
Wyvern Leather,Crafting,12563,3998,1390,4000,4000,1852.148148148148,63.324797856283375
Boar Leather,Crafting,5282,299,149,295,295,998.263440860215,96.94143844223643
Bronze Rivets,Crafting,5091,60,17,93,129,122.44186046511628,11.205571509315535
Bronze Ingot,Crafting,5056,1,1,100,749,86.76210526315789,123.78220289696283
Hard Hippogryph Leather,Crafting,5289,98,98,650,1000,609.1666666666666,15.63561158630245
Hippogryph Leather,Crafting,5288,900,150,1000,1000,589.3564356435644,26.31988756153029
Linen Canvas,Crafting,7026,198,91,150,2400,1933.294964028777,36.22233971538544
Linen Yarn,Crafting,5336,157,46,990,399,189.83035714285714,145.93140193403968
Cotton Yarn,Crafting,5334,100,20,90,20,105.92611683848797,151.6640789846529
Beeswax,Crafting,5515,700,14,250,20,35.333333333333336,27.362015600199552
Mahogany Lumber,Crafting,5374,200,95,500,500,372.12831858407077,235.5733915426331
Rosewood Lumber,Crafting,5376,68,44,850,895,299.98069241011984,391.40537175201507
Saurian Leather,Crafting,7608,2500,200,1000,1890,1865.2333333333333,7.817666649665057
Silk Thread,Crafting,5338,790,281,500,375,376.3853658536585,53.42060256115479
Vanya Silk,Crafting,5330,1990,900,700,1000,1384.6216216216217,19.28349185172061
Yew Lumber,Crafting,5368,299,30,490,200,180.74318181818182,114.65832533146897
Celestine,Crafting,12912,,2930,2750,4994,4069.153846153846,3.387624940262908
Holy Cedar Lumber,Crafting,12580,3500,600,2098,2400,2240.3898305084745,15.374571134650935
Cobalt Plate,Crafting,5074,3100,100,3094,1790,1675.7513661202186,95.3742439668524
Aurum Regis Nugget,Crafting,12522,3000,995,999,999,1230,212.37659098093116
Cassia Lumber,Crafting,12232,3199,3199,3200,3244,2621,1.3029209770997614
Gold Ingot,Crafting,5069,4,1,304,30,41.67107438016529,157.65308861223193
Hardsilver Nugget,Crafting,12520,2000,500,1547,333,744.3826530612245,102.14854729029429
Larimar,Crafting,12541,,450,1500,1500,2441.342560553633,75.30833163452526
Basilisk Whetstone,Crafting,5262,999,499,200,291,602.7486338797814,95.37295673079511
Platinum Nugget,Crafting,9359,2400,999,2100,500,3784.769230769231,3.38755648896539
Titanium Ingot,Crafting,12525,,1500,1149,400,1929.3556581986143,112.83144317392185
Titanium Nugget,Crafting,12524,2500,700,2499,1495,1315.024193548387,96.93580578193242
Topaz,Crafting,5190,,4967,4200,3456,,
Dark Chestnut Lumber,Crafting,12581,499,499,498,997,773.0505050505051,77.39194617374127
Adamantite Nugget,Crafting,12526,820,499,800,1499,869.8023255813954,89.63895839320581
Adamantite Rivets,Crafting,12530,6,6,506,250,573.9527559055118,33.093378466275745
Birch Lumber,Crafting,12583,600,150,600,600,3133.207920792079,26.318297151038628
Cassia Block,Crafting,13758,4000,2096,2000,4650,,
Astral Oil,Crafting,12606,3000,1001,900,969,1054.3333333333333,1.5634558081252259
Kamacite,Crafting,25009,,11111,2000,11110,11110,2.6057538604136745
Galvanized Garlond Steel,Crafting,14935,3993,1500,3993,3993,3993,0.2605747993000439
Cryptomeria Lumber,Crafting,26530,,30000,28000,30000,,
Enchanted Hardsilver Ink,Crafting,12602,4000,3987,3850,3850,3842.75,2.084589146312801
Hardsilver Ingot,Crafting,12521,3000,800,3250,5000,2090.3485714285716,45.60028558876773
Platinum Ingot,Crafting,9360,4,2,98,90,60.44656172328086,314.5108914152027
Pure Titanium Plate,Crafting,26532,,38038,30000,30000,,
Rhodonite,Crafting,19967,2000,1200,1999,1999,5427.576923076923,6.7748524382247535
Aurum Regis Ingot,Crafting,12523,249,99,500,480,778.6363636363636,17.19766491888819
Dragon Leather,Crafting,12565,1000,200,1200,152,583.1666666666666,15.634206952124318
Gagana Leather,Crafting,19993,795,98,969,990,686.36,26.056954539561815
High Mythrite Ingot,Crafting,14146,6489,2499,4008,8,3873.722222222222,18.760965112215647
Mythrite Rivets,Crafting,12528,2700,1840,2999,500,2085.4666666666667,3.908525779772509
Tempered Glass,Crafting,16908,,8495,10000,15420,,
Wing Glue,Crafting,5507,2180,2000,2190,2100,2994.8372093023254,11.204389853464686
Beech Lumber,Crafting,19925,375,9,399,949,1098.5852713178294,67.22619002652497
Eikon Iron Ingot,Crafting,14149,750,647,2099,2099,1735.3725490196077,13.28886891145149
Koppranickel Nugget,Crafting,19938,579,150,320,795,874.81640625,66.70476335018489
Molybdenum Ingot,Crafting,19947,600,600,900,850,1015.4984227129338,82.59907692504008
Triphane,Crafting,19962,200,200,585,900,592.4406779661017,15.373295509659028
Hallowed Chestnut Lumber,Crafting,12582,,495,1000,2500,1411.546511627907,22.40848224658381
Wolfram Square,Crafting,8029,995,200,1200,189,656.5,3.126758049620487
Hallowed Water,Crafting,12605,70,70,80,209,401.36708860759495,20.58444594457009
Clear Glass Lens,Crafting,5512,100,54,200,77,152.34301270417424,143.56968173951273
Cobalt Nails,Crafting,7020,250,20,90,800,,
Cobalt Rings,Crafting,5084,37,37,155,730,469.8888888888889,4.690096171162046
Dhalmel Leather,Crafting,12564,5000,2999,4123,3000,2780.4772727272725,57.32327224538585
High Allagan Chimera Leather,Crafting,12233,1495,493,2000,1000,713.7272727272727,2.8661570764830118
Amphiptere Leather,Crafting,12566,275,50,323,500,328.9264705882353,17.718023297909546
